301
0,0,0
0.62827,0.0065795,0.020944
1.2563,0.026315,0.041888
1.8837,0.059198,0.062832
2.5103,0.10521,0.083776
3.1359,0.16434,0.10472
3.76,0.23656,0.12566
4.3825,0.32183,0.14661
5.0031,0.42012,0.16755
5.6214,0.53138,0.1885
6.2374,0.65557,0.20944
6.8505,0.79263,0.23038
7.4607,0.94251,0.25133
8.0676,1.1051,0.27227
8.671,1.2804,0.29322
9.2705,1.4683,0.31416
9.866,1.6687,0.3351
10.457,1.8815,0.35605
11.044,2.1067,0.37699
11.625,2.3441,0.39794
12.202,2.5936,0.41888
12.773,2.8552,0.43982
13.339,3.1286,0.46077
13.899,3.4139,0.48171
14.453,3.7108,0.50265
15,4.0192,0.5236
15.541,4.3391,0.54454
16.075,4.6702,0.56549
16.602,5.0124,0.58643
17.121,5.3655,0.60737
17.634,5.7295,0.62832
18.138,6.1041,0.64926
18.634,6.4892,0.67021
19.123,6.8846,0.69115
19.603,7.2901,0.71209
20.074,7.7057,0.73304
20.536,8.1309,0.75398
20.99,8.5658,0.77493
21.434,9.0101,0.79587
21.869,9.4636,0.81681
22.294,9.9261,0.83776
22.71,10.397,0.8587
23.115,10.877,0.87965
23.511,11.366,0.90059
23.896,11.862,0.92153
24.271,12.366,0.94248
24.634,12.879,0.96342
24.988,13.398,0.98437
25.33,13.925,1.0053
25.661,14.459,1.0263
25.981,15,1.0472
26.289,15.547,1.0681
26.586,16.101,1.0891
26.871,16.661,1.11
27.145,17.227,1.131
27.406,17.798,1.1519
27.656,18.375,1.1729
27.893,18.956,1.1938
28.118,19.543,1.2147
28.331,20.134,1.2357
28.532,20.729,1.2566
28.72,21.329,1.2776
28.895,21.932,1.2985
29.057,22.539,1.3195
29.207,23.149,1.3404
29.344,23.763,1.3614
29.469,24.379,1.3823
29.58,24.997,1.4032
29.678,25.618,1.4242
29.763,26.24,1.4451
29.836,26.864,1.4661
29.895,27.49,1.487
29.941,28.116,1.508
29.974,28.744,1.5289
29.993,29.372,1.5499
30,30,1.5708
29.993,30.628,1.5917
29.974,31.256,1.6127
29.941,31.884,1.6336
29.895,32.51,1.6546
29.836,33.136,1.6755
29.763,33.76,1.6965
29.678,34.382,1.7174
29.58,35.003,1.7383
29.469,35.621,1.7593
29.344,36.237,1.7802
29.207,36.851,1.8012
29.057,37.461,1.8221
28.895,38.068,1.8431
28.72,38.671,1.864
28.532,39.271,1.885
28.331,39.866,1.9059
28.118,40.457,1.9268
27.893,41.044,1.9478
27.656,41.625,1.9687
27.406,42.202,1.9897
27.145,42.773,2.0106
26.871,43.339,2.0316
26.586,43.899,2.0525
26.289,44.453,2.0735
25.981,45,2.0944
25.661,45.541,2.1153
25.33,46.075,2.1363
24.988,46.602,2.1572
24.634,47.121,2.1782
24.271,47.634,2.1991
23.896,48.138,2.2201
23.511,48.634,2.241
23.115,49.123,2.2619
22.71,49.603,2.2829
22.294,50.074,2.3038
21.869,50.536,2.3248
21.434,50.99,2.3457
20.99,51.434,2.3667
20.536,51.869,2.3876
20.074,52.294,2.4086
19.603,52.71,2.4295
19.123,53.115,2.4504
18.634,53.511,2.4714
18.138,53.896,2.4923
17.634,54.271,2.5133
17.121,54.634,2.5342
16.602,54.988,2.5552
16.075,55.33,2.5761
15.541,55.661,2.597
15,55.981,2.618
14.453,56.289,2.6389
13.899,56.586,2.6599
13.339,56.871,2.6808
12.773,57.145,2.7018
12.202,57.406,2.7227
11.625,57.656,2.7437
11.044,57.893,2.7646
10.457,58.118,2.7855
9.866,58.331,2.8065
9.2705,58.532,2.8274
8.671,58.72,2.8484
8.0676,58.895,2.8693
7.4607,59.057,2.8903
6.8505,59.207,2.9112
6.2374,59.344,2.9322
5.6214,59.469,2.9531
5.0031,59.58,2.974
4.3825,59.678,2.995
3.76,59.763,3.0159
3.1359,59.836,3.0369
2.5103,59.895,3.0578
1.8837,59.941,3.0788
1.2563,59.974,3.0997
0.62827,59.993,3.1206
3.6739e-15,60,3.1416
-0.62827,59.993,3.1625
-1.2563,59.974,3.1835
-1.8837,59.941,3.2044
-2.5103,59.895,3.2254
-3.1359,59.836,3.2463
-3.76,59.763,3.2673
-4.3825,59.678,3.2882
-5.0031,59.58,3.3091
-5.6214,59.469,3.3301
-6.2374,59.344,3.351
-6.8505,59.207,3.372
-7.4607,59.057,3.3929
-8.0676,58.895,3.4139
-8.671,58.72,3.4348
-9.2705,58.532,3.4558
-9.866,58.331,3.4767
-10.457,58.118,3.4976
-11.044,57.893,3.5186
-11.625,57.656,3.5395
-12.202,57.406,3.5605
-12.773,57.145,3.5814
-13.339,56.871,3.6024
-13.899,56.586,3.6233
-14.453,56.289,3.6442
-15,55.981,3.6652
-15.541,55.661,3.6861
-16.075,55.33,3.7071
-16.602,54.988,3.728
-17.121,54.634,3.749
-17.634,54.271,3.7699
-18.138,53.896,3.7909
-18.634,53.511,3.8118
-19.123,53.115,3.8327
-19.603,52.71,3.8537
-20.074,52.294,3.8746
-20.536,51.869,3.8956
-20.99,51.434,3.9165
-21.434,50.99,3.9375
-21.869,50.536,3.9584
-22.294,50.074,3.9794
-22.71,49.603,4.0003
-23.115,49.123,4.0212
-23.511,48.634,4.0422
-23.896,48.138,4.0631
-24.271,47.634,4.0841
-24.634,47.121,4.105
-24.988,46.602,4.126
-25.33,46.075,4.1469
-25.661,45.541,4.1678
-25.981,45,4.1888
-26.289,44.453,4.2097
-26.586,43.899,4.2307
-26.871,43.339,4.2516
-27.145,42.773,4.2726
-27.406,42.202,4.2935
-27.656,41.625,4.3145
-27.893,41.044,4.3354
-28.118,40.457,4.3563
-28.331,39.866,4.3773
-28.532,39.271,4.3982
-28.72,38.671,4.4192
-28.895,38.068,4.4401
-29.057,37.461,4.4611
-29.207,36.851,4.482
-29.344,36.237,4.5029
-29.469,35.621,4.5239
-29.58,35.003,4.5448
-29.678,34.382,4.5658
-29.763,33.76,4.5867
-29.836,33.136,4.6077
-29.895,32.51,4.6286
-29.941,31.884,4.6496
-29.974,31.256,4.6705
-29.993,30.628,4.6914
-30,30,4.7124
-29.993,29.372,4.7333
-29.974,28.744,4.7543
-29.941,28.116,4.7752
-29.895,27.49,4.7962
-29.836,26.864,4.8171
-29.763,26.24,4.8381
-29.678,25.618,4.859
-29.58,24.997,4.8799
-29.469,24.379,4.9009
-29.344,23.763,4.9218
-29.207,23.149,4.9428
-29.057,22.539,4.9637
-28.895,21.932,4.9847
-28.72,21.329,5.0056
-28.532,20.729,5.0265
-28.331,20.134,5.0475
-28.118,19.543,5.0684
-27.893,18.956,5.0894
-27.656,18.375,5.1103
-27.406,17.798,5.1313
-27.145,17.227,5.1522
-26.871,16.661,5.1732
-26.586,16.101,5.1941
-26.289,15.547,5.215
-25.981,15,5.236
-25.661,14.459,5.2569
-25.33,13.925,5.2779
-24.988,13.398,5.2988
-24.634,12.879,5.3198
-24.271,12.366,5.3407
-23.896,11.862,5.3617
-23.511,11.366,5.3826
-23.115,10.877,5.4035
-22.71,10.397,5.4245
-22.294,9.9261,5.4454
-21.869,9.4636,5.4664
-21.434,9.0101,5.4873
-20.99,8.5658,5.5083
-20.536,8.1309,5.5292
-20.074,7.7057,5.5501
-19.603,7.2901,5.5711
-19.123,6.8846,5.592
-18.634,6.4892,5.613
-18.138,6.1041,5.6339
-17.634,5.7295,5.6549
-17.121,5.3655,5.6758
-16.602,5.0124,5.6968
-16.075,4.6702,5.7177
-15.541,4.3391,5.7386
-15,4.0192,5.7596
-14.453,3.7108,5.7805
-13.899,3.4139,5.8015
-13.339,3.1286,5.8224
-12.773,2.8552,5.8434
