310
514893.2695,6918839.405,-2.137680946
514892.7763,6918838.667,-2.311856438
514892.2836,6918838.298,-2.380139499
514891.7909,6918837.93,-2.452457574
514891.2982,6918837.561,-2.509569494
514890.6411,6918837.008,-2.524002713
514889.82,6918836.455,-2.559975128
514889.1632,6918836.087,-2.623607455
514888.6704,6918835.718,-2.680556845
514887.6854,6918835.35,-2.720525189
514886.7004,6918834.982,-2.763041285
514885.7155,6918834.614,-2.784018177
514884.7305,6918834.246,-2.774097815
514883.7455,6918833.878,-2.779203436
514882.7605,6918833.51,-2.796125512
514881.6112,6918832.957,-2.813047588
514880.6264,6918832.774,-2.847735348
514879.6414,6918832.406,-2.869870703
514878.6566,6918832.223,-2.876980076
514877.6719,6918832.039,-2.876979992
514876.851,6918831.671,-2.876979908
514875.8662,6918831.488,-2.876979825
514874.8812,6918831.12,-2.864764562
514873.8964,6918830.936,-2.821823327
514872.9117,6918830.753,-2.774175093
514871.9265,6918830.2,-2.726526856
514870.9412,6918829.647,-2.661112932
514869.956,6918829.095,-2.630386863
514868.9708,6918828.542,-2.630386762
514867.9856,6918827.989,-2.630386661
514867.0003,6918827.437,-2.608598697
514866.0151,6918826.884,-2.55399522
514865.0299,6918826.331,-2.487640657
514864.2086,6918825.594,-2.411887575
514863.5513,6918824.856,-2.307196868
514862.7297,6918823.934,-2.206585707
514861.9079,6918822.828,-2.138790063
514861.4143,6918821.72,-2.089133971
514860.7563,6918820.429,-2.048876402
514860.2627,6918819.322,-2.03755646
514859.605,6918818.215,-2.055264688
514859.1113,6918817.108,-2.061653065
514858.4536,6918816.001,-2.049628212
514857.7959,6918814.894,-2.03760336
514857.3022,6918813.787,-2.032223776
514856.8086,6918812.68,-2.002031682
514856.315,6918811.572,-1.968890218
514855.8216,6918810.65,-1.947773528
514855.492,6918809.543,-1.917526283
514855.1627,6918808.62,-1.880633778
514854.8332,6918807.513,-1.844304562
514854.5034,6918806.221,-1.822244574
514854.1739,6918805.113,-1.803453712
514854.0082,6918803.821,-1.777243219
514853.6786,6918802.714,-1.749112747
514853.5132,6918801.606,-1.721332846
514853.3475,6918800.314,-1.693552949
514853.1818,6918799.022,-1.663476396
514853.1802,6918797.73,-1.636297646
514853.0146,6918796.438,-1.597386495
